Palavra: ��#�uidx_fonte.txtmdx_fonte.txt, Posição: 3
Palavra: exceto, Posição: 1241
Palavra: quando, Posição: 1248
Palavra: dois, Posição: 1253
Palavra: agentes, Posição: 1261
Palavra: patog, Posição: 1267
Palavra: nicos, Posição: 1274
Palavra: muito, Posição: 1285
Palavra: semelhantes, Posição: 1297
Palavra: outro, Posição: 1309
Palavra: como, Posição: 1315
Palavra: fossem, Posição: 1325
Palavra: primos, Posição: 1332
Palavra: quando, Posição: 1340
Palavra: corpo, Posição: 1348
Palavra: produz, Posição: 1355
Palavra: anticorpos, Posição: 1366
Palavra: resposta, Posição: 1382
Palavra: prim, Posição: 1387
Palavra: antig, Posição: 1403
Palavra: tamb, Posição: 1414
Palavra: cria, Posição: 1422
Palavra: lulas, Posição: 1431
Palavra: produtoras, Posição: 1454
Palavra: anticorpos, Posição: 1468
Palavra: permanecem, Posição: 1484
Palavra: vivas, Posição: 1490
Palavra: mesmo, Posição: 1497
Palavra: depois, Posição: 1504
Palavra: agente, Posição: 1516
Palavra: patog, Posição: 1522
Palavra: nico, Posição: 1528
Palavra: derrotado, Posição: 1542
Palavra: pelos, Posição: 1548
Palavra: anticorpos, Posição: 1559
Palavra: corpo, Posição: 1571
Palavra: exposto, Posição: 1583
Palavra: mesmo, Posição: 1592
Palavra: agente, Posição: 1599
Palavra: patog, Posição: 1605
Palavra: nico, Posição: 1611
Palavra: mais, Posição: 1616
Palavra: resposta, Posição: 1643
Palavra: anticorpo, Posição: 1656
Palavra: muito, Posição: 1665
Palavra: mais, Posição: 1670
Palavra: pida, Posição: 1678
Palavra: mais, Posição: 1685
Palavra: eficaz, Posição: 1692
Palavra: primeira, Posição: 1711
Palavra: porque, Posição: 1723
Palavra: lulas, Posição: 1735
Palavra: preparadas, Posição: 1765
Palavra: para, Posição: 1770
Palavra: disparar, Posição: 1779
Palavra: anticorpos, Posição: 1790
Palavra: contra, Posição: 1797
Palavra: antig, Posição: 1805
Palavra: isso, Posição: 1820
Palavra: significa, Posição: 1830
Palavra: pessoa, Posição: 1847
Palavra: exposta, Posição: 1859
Palavra: agente, Posição: 1869
Palavra: patog, Posição: 1875
Palavra: nico, Posição: 1881
Palavra: perigoso, Posição: 1890
Palavra: futuro, Posição: 1900
Palavra: sistema, Posição: 1915
Palavra: imunit, Posição: 1922
Palavra: capaz, Posição: 1939
Palavra: responder, Posição: 1952
Palavra: imediatamente, Posição: 1966
Palavra: protegendo, Posição: 1978
Palavra: contra, Posição: 1985
Palavra: doen, Posição: 1992
Palavra: vacinas, Posição: 2008
Palavra: cont, Posição: 2013
Palavra: partes, Posição: 2023
Palavra: enfraquecidas, Posição: 2037
Palavra: inativadas, Posição: 2051
Palavra: determinado, Posição: 2069
Palavra: organismo, Posição: 2079
Palavra: antig, Posição: 2086
Palavra: desencadeia, Posição: 2108
Palavra: resposta, Posição: 2121
Palavra: imunit, Posição: 2128
Palavra: corpo, Posição: 2142
Palavra: vacinas, Posição: 2154
Palavra: mais, Posição: 2159
Palavra: recentes, Posição: 2168
Palavra: cont, Posição: 2173
Palavra: matriz, Posição: 2185
Palavra: para, Posição: 2190
Palavra: produzir, Posição: 2199
Palavra: antig, Posição: 2205
Palavra: nios, Posição: 2211
Palavra: prio, Posição: 2229
Palavra: antig, Posição: 2235
Palavra: independentemente, Posição: 2259
Palavra: vacina, Posição: 2273
Palavra: constitu, Posição: 2286
Palavra: pelo, Posição: 2295
Palavra: prio, Posição: 2304
Palavra: antig, Posição: 2310
Palavra: pela, Posição: 2323
Palavra: matriz, Posição: 2330
Palavra: para, Posição: 2335
Palavra: corpo, Posição: 2347
Palavra: possa, Posição: 2353
Palavra: produzir, Posição: 2362
Palavra: antig, Posição: 2370
Palavra: esta, Posição: 2381
Palavra: vers, Posição: 2386
Palavra: enfraquecida, Posição: 2402
Palavra: causar, Posição: 2414
Palavra: doen, Posição: 2423
Palavra: pessoa, Posição: 2436
Palavra: recebe, Posição: 2447
Palavra: vacina, Posição: 2456
Palavra: desafia, Posição: 2469
Palavra: sistema, Posição: 2483
Palavra: imunit, Posição: 2490
Palavra: responder, Posição: 2507
Palavra: como, Posição: 2512
Palavra: teria, Posição: 2520
Palavra: feito, Posição: 2526
Palavra: primeira, Posição: 2542
Palavra: verdadeiro, Posição: 2565
Palavra: agente, Posição: 2572
Palavra: patog, Posição: 2578
Palavra: nico, Posição: 2584
Palavra: quando, Posição: 2593
Palavra: algu, Posição: 2598
Palavra: vacinado, Posição: 2613
Palavra: fica, Posição: 2619
Palavra: muito, Posição: 2625
Palavra: provavelmente, Posição: 2639
Palavra: protegido, Posição: 2649
Palavra: contra, Posição: 2656
Palavra: doen, Posição: 2663
Palavra: causa, Posição: 2675
Palavra: toda, Posição: 2689
Palavra: gente, Posição: 2697
Palavra: pode, Posição: 2702
Palavra: vacinada, Posição: 2715
Palavra: pessoas, Posição: 2727
Palavra: patologias, Posição: 2742
Palavra: subjacentes, Posição: 2754
Palavra: enfraquecem, Posição: 2770
Palavra: sistema, Posição: 2784
Palavra: imunit, Posição: 2791
Palavra: tais, Posição: 2802
Palavra: como, Posição: 2807
Palavra: cancro, Posição: 2814
Palavra: tenham, Posição: 2837
Palavra: alergias, Posição: 2846
Palavra: graves, Posição: 2853
Palavra: alguns, Posição: 2862
Palavra: componentes, Posição: 2874
Palavra: vacina, Posição: 2884
Palavra: dever, Posição: 2896
Palavra: vacinadas, Posição: 2913
Palavra: certas, Posição: 2924
Palavra: vacinas, Posição: 2932
Palavra: essas, Posição: 2943
Palavra: pessoas, Posição: 2951
Palavra: podem, Posição: 2957
Palavra: ficar, Posição: 2963
Palavra: protegidas, Posição: 2974
Palavra: viverem, Posição: 2986
Palavra: entre, Posição: 2992
Palavra: outras, Posição: 2999
Palavra: estejam, Posição: 3011
Palavra: vacinadas, Posição: 3021
Palavra: quando, Posição: 3029
Palavra: houver, Posição: 3036
Palavra: muitas, Posição: 3043
Palavra: pessoas, Posição: 3051
Palavra: vacinadas, Posição: 3061
Palavra: comunidade, Posição: 3075
Palavra: agente, Posição: 3085
Palavra: patog, Posição: 3091
Palavra: nico, Posição: 3097
Palavra: dificuldade, Posição: 3113
Palavra: circular, Posição: 3125
Palavra: porque, Posição: 3133
Palavra: maioria, Posição: 3143
Palavra: pessoas, Posição: 3155
Palavra: encontra, Posição: 3168
Palavra: imunizadas, Posição: 3186
Palavra: isso, Posição: 3196
Palavra: quanto, Posição: 3204
Palavra: mais, Posição: 3209
Palavra: pessoas, Posição: 3217
Palavra: forem, Posição: 3223
Palavra: vacinadas, Posição: 3233
Palavra: menor, Posição: 3240
Palavra: probabilidade, Posição: 3256
Palavra: pessoas, Posição: 3270
Palavra: podem, Posição: 3285
Palavra: protegidas, Posição: 3300
Palavra: pelas, Posição: 3306
Palavra: vacinas, Posição: 3314
Palavra: correrem, Posição: 3323
Palavra: risco, Posição: 3331
Palavra: ficarem, Posição: 3342
Palavra: expostas, Posição: 3351
Palavra: agentes, Posição: 3363
Palavra: patog, Posição: 3369
Palavra: nicos, Posição: 3376
Palavra: perigosos, Posição: 3386
Palavra: isso, Posição: 3394
Palavra: chama, Posição: 3400
Palavra: imunidade, Posição: 3413
Palavra: grupo, Posição: 3422
Palavra: isso, Posição: 3432
Palavra: especialmente, Posição: 3449
Palavra: importante, Posição: 3460
Palavra: para, Posição: 3465
Palavra: pessoas, Posição: 3476
Palavra: podem, Posição: 3500
Palavra: vacinadas, Posição: 3514
Palavra: podem, Posição: 3525
Palavra: mais, Posição: 3534
Palavra: suscet, Posição: 3541
Palavra: veis, Posição: 3547
Palavra: doen, Posição: 3554
Palavra: para, Posição: 3563
Palavra: quais, Posição: 3572
Palavra: existem, Posição: 3580
Palavra: vacinas, Posição: 3588
Palavra: existe, Posição: 3601
Palavra: nenhuma, Posição: 3609
Palavra: vacina, Posição: 3616
Palavra: confira, Posição: 3628
Palavra: prote, Posição: 3642
Palavra: imunidade, Posição: 3661
Palavra: grupo, Posição: 3670
Palavra: confere, Posição: 3683
Palavra: total, Posição: 3689
Palavra: prote, Posição: 3695
Palavra: pessoas, Posição: 3712
Palavra: podem, Posição: 3727
Palavra: vacinadas, Posição: 3741
Palavra: seguran, Posição: 3753
Palavra: imunidade, Posição: 3777
Palavra: grupo, Posição: 3786
Palavra: essas, Posição: 3793
Palavra: pessoas, Posição: 3801
Palavra: consider, Posição: 3820
Palavra: grau, Posição: 3830
Palavra: prote, Posição: 3839
Palavra: outras, Posição: 3864
Palavra: comunidade, Posição: 3878
Palavra: vacinadas, Posição: 3897
Palavra: vacinas, Posição: 3913
Palavra: protegem, Posição: 3931
Palavra: pessoas, Posição: 3942
Palavra: recebem, Posição: 3957
Palavra: tamb, Posição: 3967
Palavra: pessoas, Posição: 3981
Palavra: comunidade, Posição: 3995
Palavra: podem, Posição: 4010
Palavra: vacinadas, Posição: 4024
Palavra: quem, Posição: 4030
Palavra: puder, Posição: 4036
Palavra: deve, Posição: 4042
Palavra: vacinado, Posição: 4055
